user_id,age,occupation,monthly_income,city_type,date,food_expense,transport_expense,rent_expense,entertainment_expense,utilities_expense,shopping_expense,other_expense,total_expense,savings,payment_mode,overspending_flag,weekend_flag
U0104,33,Business,53524,Semi-Urban,2023-04-29,397,209,357,331,97,1,34,1426,10744,Card,0,1
U0104,33,Business,53524,Semi-Urban,2023-06-06,336,288,170,179,76,71,187,1307,14314,UPI,0,0
U0104,33,Business,53524,Semi-Urban,2023-06-18,376,117,275,245,50,83,124,1270,15424,UPI,0,1
U0104,33,Business,53524,Semi-Urban,2023-06-20,440,150,352,70,54,74,194,1334,13504,Card,0,0
U0104,33,Business,53524,Semi-Urban,2023-08-24,278,197,392,82,70,1,9,1029,22654,UPI,0,0
U0104,33,Business,53524,Semi-Urban,2023-10-02,217,251,232,167,76,84,136,1163,18634,UPI,0,0
U0104,33,Business,53524,Semi-Urban,2023-10-07,373,256,377,206,56,31,165,1464,9604,UPI,0,1
U0104,33,Business,53524,Semi-Urban,2023-10-10,305,126,326,54,49,110,184,1154,18904,UPI,0,0
U0104,33,Business,53524,Semi-Urban,2023-12-27,237,81,263,0,88,45,74,779,30154,Cash,0,0
U0104,33,Business,53524,Semi-Urban,2024-01-07,477,188,373,197,25,90,60,1410,11224,UPI,0,1
U0104,33,Business,53524,Semi-Urban,2024-03-17,403,166,347,39,57,138,140,1290,14824,UPI,0,1
U0104,33,Business,53524,Semi-Urban,2024-07-01,221,184,380,0,72,26,169,1038,22384,Cash,0,0
U0104,33,Business,53524,Semi-Urban,2024-08-15,88,82,340,119,110,6,35,780,30124,Cash,0,0
U0104,33,Business,53524,Semi-Urban,2024-09-08,268,171,352,116,73,145,71,1196,17644,Cash,0,1
U0104,33,Business,53524,Semi-Urban,2024-10-07,196,265,188,43,48,82,80,902,26464,Card,0,0
U0104,33,Business,53524,Semi-Urban,2024-11-01,172,88,189,21,95,0,192,757,30814,Card,0,0
U0104,33,Business,53524,Semi-Urban,2024-11-23,159,42,256,28,36,110,49,680,33124,Card,0,1
U0104,33,Business,53524,Semi-Urban,2024-12-29,145,151,333,127,102,107,154,1119,19954,UPI,0,1
U0105,46,Business,151288,Urban,2023-03-21,489,325,1195,360,152,36,112,2669,71218,Card,0,0
U0105,46,Business,151288,Urban,2023-05-17,548,243,1274,463,291,150,184,3153,56698,Cash,0,0
U0105,46,Business,151288,Urban,2023-05-22,591,186,1019,175,182,97,34,2284,82768,Card,0,0
U0105,46,Business,151288,Urban,2023-06-06,507,149,1538,179,164,1,123,2661,71458,Card,0,0
U0105,46,Business,151288,Urban,2023-07-18,493,113,1576,0,312,37,85,2615,72838,UPI,0,0
U0105,46,Business,151288,Urban,2023-10-17,420,107,1443,395,256,61,5,2687,70678,UPI,0,0
U0105,46,Business,151288,Urban,2023-10-21,629,120,1281,605,160,334,113,3242,54028,UPI,0,1
U0105,46,Business,151288,Urban,2023-10-26,155,193,1476,102,110,117,193,2346,80908,Card,0,0
U0105,46,Business,151288,Urban,2023-12-20,495,184,1438,511,276,106,106,3116,57808,Cash,0,0
U0105,46,Business,151288,Urban,2023-12-22,214,190,1480,340,213,120,188,2745,68938,Card,0,0
U0105,46,Business,151288,Urban,2024-01-30,361,277,1485,303,165,84,97,2772,68128,Card,0,0
U0105,46,Business,151288,Urban,2024-02-19,401,110,1411,304,249,0,44,2519,75718,UPI,0,0
U0105,46,Business,151288,Urban,2024-05-08,437,314,1300,121,244,227,168,2811,66958,UPI,0,0
U0105,46,Business,151288,Urban,2024-05-31,416,147,1336,67,157,22,186,2331,81358,Cash,0,0
U0105,46,Business,151288,Urban,2024-08-07,244,324,1359,304,102,127,136,2596,73408,UPI,0,0
U0105,46,Business,151288,Urban,2024-08-13,468,356,1397,43,156,146,176,2742,69028,Card,0,0
U0105,46,Business,151288,Urban,2024-08-14,325,229,1399,289,167,86,33,2528,75448,Cash,0,0
U0105,46,Business,151288,Urban,2024-08-21,410,182,1724,448,184,42,198,3188,55648,UPI,0,0
U0105,46,Business,151288,Urban,2024-08-24,381,102,1411,483,199,223,71,2870,65188,Cash,0,1
U0105,46,Business,151288,Urban,2024-09-21,670,112,1650,593,106,283,91,3505,46138,Card,0,1
U0105,46,Business,151288,Urban,2024-10-24,528,298,1181,1,303,0,37,2348,80848,Card,0,0
U0105,46,Business,151288,Urban,2024-11-10,262,240,1736,46,231,280,87,2882,64828,Card,0,1
U0105,46,Business,151288,Urban,2024-11-20,345,110,1307,219,122,110,79,2292,82528,Card,0,0
U0105,46,Business,151288,Urban,2024-12-02,241,314,1715,381,209,184,192,3236,54208,Cash,0,0
U0105,46,Business,151288,Urban,2024-12-07,674,105,1639,493,241,145,186,3483,46798,Cash,0,1
U0106,20,Student,15015,Semi-Urban,2023-01-19,440,163,65,67,52,61,202,1050,-16485,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2023-05-08,300,201,26,8,46,40,154,775,-8235,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2023-06-29,227,148,68,70,37,0,186,736,-7065,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2023-07-23,373,210,65,182,14,158,23,1025,-15735,UPI,1,1
U0106,20,Student,15015,Semi-Urban,2023-11-23,133,118,56,61,0,0,178,546,-1365,UPI,1,0
U0106,20,Student,15015,Semi-Urban,2023-12-08,323,225,33,59,22,10,193,865,-10935,UPI,1,0
U0106,20,Student,15015,Semi-Urban,2024-01-13,439,103,59,182,56,0,155,994,-14805,Cash,1,1
U0106,20,Student,15015,Semi-Urban,2024-02-08,308,266,59,67,14,64,202,980,-14385,Card,1,0
U0106,20,Student,15015,Semi-Urban,2024-02-10,312,56,55,2,23,63,57,568,-2025,UPI,1,1
U0106,20,Student,15015,Semi-Urban,2024-02-14,306,224,40,98,53,3,52,776,-8265,Card,1,0
U0106,20,Student,15015,Semi-Urban,2024-03-11,270,34,41,35,8,53,214,655,-4635,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2024-03-24,295,70,68,97,24,115,133,802,-9045,UPI,1,1
U0106,20,Student,15015,Semi-Urban,2024-04-09,198,298,41,19,23,29,61,669,-5055,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2024-04-13,500,67,58,85,13,0,21,744,-7305,Cash,1,1
U0106,20,Student,15015,Semi-Urban,2024-06-11,321,267,53,0,15,20,58,696,-5865,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2024-06-20,164,60,28,109,33,0,43,437,1905,Cash,0,0
U0106,20,Student,15015,Semi-Urban,2024-07-13,472,122,64,0,11,0,161,820,-9585,UPI,1,1
U0106,20,Student,15015,Semi-Urban,2024-08-29,304,176,32,0,0,9,88,608,-3225,Cash,1,0
U0106,20,Student,15015,Semi-Urban,2024-12-15,521,218,41,109,26,93,52,1060,-16785,Card,1,1
U0107,24,Student,17725,Urban,2023-01-15,274,82,180,131,14,17,106,804,-6395,UPI,1,1
U0107,24,Student,17725,Urban,2023-03-22,108,175,187,169,48,55,148,890,-8975,UPI,1,0
U0107,24,Student,17725,Urban,2023-03-23,326,311,132,90,6,0,83,948,-10715,Cash,1,0
U0107,24,Student,17725,Urban,2023-03-31,314,201,169,125,19,0,41,869,-8345,Cash,1,0
U0107,24,Student,17725,Urban,2023-05-01,355,126,154,43,70,21,179,948,-10715,Cash,1,0
U0107,24,Student,17725,Urban,2023-06-01,226,337,120,16,51,50,160,960,-11075,UPI,1,0
U0107,24,Student,17725,Urban,2023-08-16,341,283,183,74,15,33,36,965,-11225,Cash,1,0
U0107,24,Student,17725,Urban,2023-08-24,182,176,202,66,5,0,64,695,-3125,UPI,1,0
U0107,24,Student,17725,Urban,2023-10-11,272,320,134,11,71,0,29,837,-7385,Card,1,0
U0107,24,Student,17725,Urban,2023-12-23,424,114,185,0,3,0,99,775,-5525,Cash,1,1
U0107,24,Student,17725,Urban,2024-01-07,462,229,142,50,26,0,118,1027,-13085,UPI,1,1
U0107,24,Student,17725,Urban,2024-01-31,145,196,189,100,53,51,140,874,-8495,Cash,1,0
U0107,24,Student,17725,Urban,2024-03-08,407,391,128,122,30,69,67,1214,-18695,UPI,1,0
U0107,24,Student,17725,Urban,2024-04-05,165,143,177,71,7,86,74,723,-3965,Card,1,0
U0107,24,Student,17725,Urban,2024-04-10,327,151,120,26,27,75,105,831,-7205,Cash,1,0
U0107,24,Student,17725,Urban,2024-04-10,312,362,187,50,0,17,199,1127,-16085,Cash,1,0
U0107,24,Student,17725,Urban,2024-04-14,357,138,142,53,2,25,89,806,-6455,Cash,1,1
U0107,24,Student,17725,Urban,2024-04-28,516,169,196,162,33,11,40,1127,-16085,Cash,1,1
U0107,24,Student,17725,Urban,2024-06-24,161,294,176,83,29,19,3,765,-5225,Cash,1,0
U0107,24,Student,17725,Urban,2024-07-20,385,231,177,40,30,0,18,881,-8705,Cash,1,1
U0107,24,Student,17725,Urban,2024-08-08,331,228,190,130,48,2,133,1062,-14135,Cash,1,0
U0107,24,Student,17725,Urban,2024-09-21,339,113,129,139,46,50,102,918,-9815,Cash,1,1
U0107,24,Student,17725,Urban,2024-10-06,364,102,215,48,53,16,8,806,-6455,Cash,1,1
U0107,24,Student,17725,Urban,2024-10-15,271,295,153,116,27,22,135,1019,-12845,UPI,1,0
U0107,24,Student,17725,Urban,2024-10-24,373,162,107,74,25,59,112,912,-9635,Card,1,0
U0108,28,Business,155917,Rural,2023-01-05,285,70,393,36,215,304,51,1354,115297,UPI,0,0
U0108,28,Business,155917,Rural,2023-01-24,78,144,390,232,181,249,30,1304,116797,UPI,0,0
U0108,28,Business,155917,Rural,2023-02-02,431,117,393,470,241,323,72,2047,94507,Card,0,0
U0108,28,Business,155917,Rural,2023-03-12,432,194,22,554,323,351,128,2004,95797,UPI,0,1
U0108,28,Business,155917,Rural,2023-03-21,365,242,47,476,225,146,207,1708,104677,Card,0,0
U0108,28,Business,155917,Rural,2023-04-26,652,135,347,174,179,127,155,1769,102847,Card,0,0
U0108,28,Business,155917,Rural,2023-05-16,345,100,293,104,164,0,67,1073,123727,UPI,0,0
U0108,28,Business,155917,Rural,2023-05-25,327,91,223,196,319,130,107,1393,114127,UPI,0,0
U0108,28,Business,155917,Rural,2023-10-01,689,194,363,274,205,435,149,2309,86647,UPI,0,1
U0108,28,Business,155917,Rural,2023-10-07,175,172,348,499,271,135,90,1690,105217,Card,0,1
U0108,28,Business,155917,Rural,2023-10-20,276,216,315,392,186,290,194,1869,99847,UPI,0,0
U0108,28,Business,155917,Rural,2023-12-12,297,109,139,201,121,27,138,1032,124957,Card,0,0
U0108,28,Business,155917,Rural,2024-02-19,451,80,220,56,301,114,164,1386,114337,Card,0,0
U0108,28,Business,155917,Rural,2024-03-13,396,124,229,240,106,117,0,1212,119557,UPI,0,0
U0108,28,Business,155917,Rural,2024-03-21,186,87,293,11,121,98,91,887,129307,Cash,0,0
U0108,28,Business,155917,Rural,2024-06-27,549,199,158,476,122,35,142,1681,105487,Card,0,0
U0108,28,Business,155917,Rural,2024-07-26,362,329,323,53,172,186,157,1582,108457,UPI,0,0
U0108,28,Business,155917,Rural,2024-09-19,635,135,399,225,280,217,115,2006,95737,Cash,0,0
U0108,28,Business,155917,Rural,2024-09-27,473,113,161,366,270,119,110,1612,107557,UPI,0,0
U0108,28,Business,155917,Rural,2024-10-08,501,246,100,65,233,306,72,1523,110227,UPI,0,0
U0108,28,Business,155917,Rural,2024-12-04,349,239,171,466,250,237,40,1752,103357,Cash,0,0
U0108,28,Business,155917,Rural,2024-12-24,96,192,395,266,129,280,192,1550,109417,Cash,0,0
U0109,36,Freelancer,11252,Urban,2023-04-24,213,242,114,54,29,56,133,841,-13978,UPI,1,0
U0109,36,Freelancer,11252,Urban,2023-05-08,104,212,119,73,0,98,216,822,-13408,Cash,1,0
U0109,36,Freelancer,11252,Urban,2023-05-22,152,283,83,66,2,24,79,689,-9418,Cash,1,0
U0109,36,Freelancer,11252,Urban,2023-06-04,393,217,74,0,0,70,99,838,-13888,Cash,1,1
U0109,36,Freelancer,11252,Urban,2023-07-26,259,245,75,42,50,68,36,775,-11998,Cash,1,0
U0109,36,Freelancer,11252,Urban,2023-09-04,344,235,108,35,1,0,158,881,-15178,UPI,1,0
U0109,36,Freelancer,11252,Urban,2023-09-27,262,381,100,32,18,27,147,967,-17758,Card,1,0
U0109,36,Freelancer,11252,Urban,2023-09-30,405,235,122,151,25,82,114,1134,-22768,UPI,1,1
U0109,36,Freelancer,11252,Urban,2023-10-16,304,279,124,16,20,15,56,814,-13168,UPI,1,0
U0109,36,Freelancer,11252,Urban,2023-10-21,501,105,84,95,19,29,107,940,-16948,Cash,1,1
U0109,36,Freelancer,11252,Urban,2023-10-26,160,342,105,9,31,89,49,785,-12298,Cash,1,0
U0109,36,Freelancer,11252,Urban,2024-01-22,158,265,108,65,26,12,64,698,-9688,UPI,1,0
U0109,36,Freelancer,11252,Urban,2024-05-08,293,179,74,47,6,0,65,664,-8668,UPI,1,0
U0109,36,Freelancer,11252,Urban,2024-08-19,84,254,87,76,39,65,20,625,-7498,Cash,1,0
U0109,36,Freelancer,11252,Urban,2024-08-28,359,199,122,73,23,28,48,852,-14308,UPI,1,0
U0109,36,Freelancer,11252,Urban,2024-09-02,226,180,79,20,31,14,64,614,-7168,Cash,1,0
U0109,36,Freelancer,11252,Urban,2024-09-19,217,157,102,40,19,0,106,641,-7978,Cash,1,0
U0109,36,Freelancer,11252,Urban,2024-11-10,273,79,83,0,28,53,59,572,-5908,Cash,1,1
U0109,36,Freelancer,11252,Urban,2024-11-20,216,127,118,2,22,12,102,599,-6718,Cash,1,0
U0109,36,Freelancer,11252,Urban,2024-11-27,143,201,139,51,17,0,53,604,-6868,UPI,1,0
U0110,32,Salaried,98587,Urban,2023-01-11,472,168,1098,179,144,21,118,2200,32587,Card,0,0
U0110,32,Salaried,98587,Urban,2023-01-30,374,367,867,262,90,213,121,2294,29767,Cash,0,0
U0110,32,Salaried,98587,Urban,2023-02-13,288,187,825,79,202,271,77,1929,40717,UPI,0,0
U0110,32,Salaried,98587,Urban,2023-02-15,466,220,760,234,100,0,4,1784,45067,UPI,0,0
U0110,32,Salaried,98587,Urban,2023-03-21,385,153,1056,225,144,162,128,2253,30997,Card,0,0
U0110,32,Salaried,98587,Urban,2023-03-24,212,260,1034,78,143,176,167,2070,36487,Card,0,0
U0110,32,Salaried,98587,Urban,2023-04-01,245,198,1129,403,68,73,59,2175,33337,UPI,0,1
U0110,32,Salaried,98587,Urban,2023-06-05,174,292,854,263,112,174,161,2030,37687,Card,0,0
U0110,32,Salaried,98587,Urban,2023-06-14,259,326,1049,0,167,80,91,1955,39937,UPI,0,0
U0110,32,Salaried,98587,Urban,2023-06-27,159,262,805,49,162,138,145,1720,46987,Card,0,0
U0110,32,Salaried,98587,Urban,2023-09-29,312,277,1073,67,145,249,85,2208,32347,UPI,0,0
U0110,32,Salaried,98587,Urban,2023-10-11,129,302,853,223,132,62,93,1794,44767,Card,0,0
U0110,32,Salaried,98587,Urban,2023-11-04,285,252,1056,255,160,262,40,2310,29287,Card,0,1
U0110,32,Salaried,98587,Urban,2023-11-06,503,298,946,284,198,176,85,2490,23887,UPI,0,0
U0110,32,Salaried,98587,Urban,2023-12-31,568,193,762,139,121,262,109,2154,33967,Card,0,1
U0110,32,Salaried,98587,Urban,2024-03-22,170,141,845,164,183,147,61,1711,47257,UPI,0,0
U0110,32,Salaried,98587,Urban,2024-04-09,230,123,821,131,221,89,157,1772,45427,UPI,0,0
U0110,32,Salaried,98587,Urban,2024-05-24,190,307,926,68,175,81,207,1954,39967,UPI,0,0
U0110,32,Salaried,98587,Urban,2024-06-15,182,108,1093,410,156,19,10,1978,39247,UPI,0,1
U0110,32,Salaried,98587,Urban,2024-07-01,140,223,954,257,117,22,77,1790,44887,UPI,0,0
U0110,32,Salaried,98587,Urban,2024-08-25,723,171,874,37,62,51,104,2022,37927,UPI,0,1
U0110,32,Salaried,98587,Urban,2024-09-01,723,232,987,259,107,148,101,2557,21877,UPI,0,1
U0110,32,Salaried,98587,Urban,2024-10-19,537,118,865,253,138,172,114,2197,32677,Card,0,1
U0110,32,Salaried,98587,Urban,2024-11-01,343,269,858,222,76,111,167,2046,37207,Cash,0,0
U0110,32,Salaried,98587,Urban,2024-11-23,165,101,660,138,103,116,88,1371,57457,Card,0,1
U0110,32,Salaried,98587,Urban,2024-11-26,309,357,901,139,147,84,93,2030,37687,Cash,0,0
U0110,32,Salaried,98587,Urban,2024-12-14,662,175,757,0,164,0,0,1742,46327,UPI,0,1
U0111,36,Freelancer,71886,Urban,2023-02-16,87,191,652,204,60,99,0,1293,33096,Cash,0,0
U0111,36,Freelancer,71886,Urban,2023-03-06,356,175,703,158,57,68,172,1689,21216,Card,0,0
U0111,36,Freelancer,71886,Urban,2023-03-23,98,292,539,66,109,0,147,1251,34356,Card,0,0
U0111,36,Freelancer,71886,Urban,2023-04-20,212,181,544,0,94,96,131,1241,34656,Cash,0,0
U0111,36,Freelancer,71886,Urban,2023-05-19,368,249,669,138,114,0,138,1676,21606,UPI,0,0
U0111,36,Freelancer,71886,Urban,2023-06-25,367,134,598,212,88,0,110,1509,26616,UPI,0,1
U0111,36,Freelancer,71886,Urban,2023-07-24,183,180,521,17,86,44,34,1065,39936,UPI,0,0
U0111,36,Freelancer,71886,Urban,2023-11-12,534,234,792,68,58,232,71,1989,12216,Card,0,1
U0111,36,Freelancer,71886,Urban,2023-11-19,423,206,806,191,48,125,135,1934,13866,UPI,0,1
U0111,36,Freelancer,71886,Urban,2023-11-23,382,356,732,109,87,0,41,1707,20676,Card,0,0
U0111,36,Freelancer,71886,Urban,2023-12-06,363,231,688,172,74,48,182,1758,19146,Cash,0,0
U0111,36,Freelancer,71886,Urban,2023-12-13,145,286,793,190,124,0,144,1682,21426,Card,0,0
U0111,36,Freelancer,71886,Urban,2023-12-29,242,342,632,274,67,126,125,1808,17646,Cash,0,0
U0111,36,Freelancer,71886,Urban,2024-01-18,104,135,813,92,69,35,220,1468,27846,Cash,0,0
U0111,36,Freelancer,71886,Urban,2024-02-01,201,218,603,59,121,138,207,1547,25476,Cash,0,0
U0111,36,Freelancer,71886,Urban,2024-04-01,346,156,524,168,106,42,97,1439,28716,Card,0,0
U0111,36,Freelancer,71886,Urban,2024-07-04,330,260,655,138,68,28,46,1525,26136,Card,0,0
U0111,36,Freelancer,71886,Urban,2024-08-09,84,166,818,133,126,175,191,1693,21096,UPI,0,0
U0112,51,Business,100390,Urban,2023-01-20,99,164,705,168,74,49,209,1468,56350,Card,0,0
U0112,51,Business,100390,Urban,2023-02-15,117,106,925,121,124,164,190,1747,47980,Card,0,0
U0112,51,Business,100390,Urban,2023-02-20,157,220,831,69,84,179,109,1649,50920,Card,0,0
U0112,51,Business,100390,Urban,2023-04-06,153,172,795,145,99,93,80,1537,54280,Card,0,0
U0112,51,Business,100390,Urban,2023-04-14,266,219,1133,297,193,4,90,2202,34330,Cash,0,0
U0112,51,Business,100390,Urban,2023-04-21,332,180,1091,341,161,16,81,2202,34330,Cash,0,0
U0112,51,Business,100390,Urban,2023-05-09,500,198,1133,267,65,0,97,2260,32590,UPI,0,0
U0112,51,Business,100390,Urban,2023-06-17,508,250,694,364,87,124,135,2162,35530,UPI,0,1
U0112,51,Business,100390,Urban,2023-07-24,415,217,891,82,168,64,130,1967,41380,Card,0,0
U0112,51,Business,100390,Urban,2023-08-15,306,150,793,252,126,100,9,1736,48310,UPI,0,0
U0112,51,Business,100390,Urban,2023-08-26,369,163,814,348,66,178,133,2071,38260,Cash,0,1
U0112,51,Business,100390,Urban,2023-09-21,118,291,1045,114,156,41,122,1887,43780,UPI,0,0
U0112,51,Business,100390,Urban,2023-11-12,173,101,762,5,157,29,92,1319,60820,Card,0,1
U0112,51,Business,100390,Urban,2024-03-15,177,198,743,84,108,159,130,1599,52420,Card,0,0
U0112,51,Business,100390,Urban,2024-04-15,352,52,972,341,159,104,117,2097,37480,UPI,0,0
U0112,51,Business,100390,Urban,2024-06-22,194,97,775,407,190,98,79,1840,45190,Card,0,1
U0112,51,Business,100390,Urban,2024-07-08,472,256,797,352,166,90,192,2325,30640,Card,0,0
U0112,51,Business,100390,Urban,2024-07-28,552,127,759,259,136,248,43,2124,36670,Cash,0,1
U0112,51,Business,100390,Urban,2024-08-12,198,113,759,125,133,24,127,1479,56020,UPI,0,0
U0112,51,Business,100390,Urban,2024-09-10,219,246,1099,316,121,78,140,2219,33820,Cash,0,0
U0112,51,Business,100390,Urban,2024-09-17,451,229,937,85,135,87,73,1997,40480,Card,0,0
U0113,26,Salaried,105392,Urban,2023-03-03,49,107,808,0,118,2,80,1164,70472,Card,0,0
U0113,26,Salaried,105392,Urban,2023-03-06,233,138,1158,343,130,64,194,2260,37592,UPI,0,0
U0113,26,Salaried,105392,Urban,2023-04-03,189,311,1222,176,61,96,77,2132,41432,Card,0,0
U0113,26,Salaried,105392,Urban,2023-06-21,354,318,828,16,164,127,121,1928,47552,Card,0,0
U0113,26,Salaried,105392,Urban,2024-01-24,482,130,1123,167,104,0,124,2130,41492,Cash,0,0
U0113,26,Salaried,105392,Urban,2024-02-18,467,230,895,119,182,103,136,2132,41432,Card,0,1
U0113,26,Salaried,105392,Urban,2024-03-27,212,197,1162,195,103,221,223,2313,36002,Cash,0,0
U0113,26,Salaried,105392,Urban,2024-04-09,385,327,1141,112,128,65,172,2330,35492,UPI,0,0
U0113,26,Salaried,105392,Urban,2024-07-08,148,178,808,160,97,100,166,1657,55682,Cash,0,0
U0113,26,Salaried,105392,Urban,2024-07-14,409,152,914,565,185,291,190,2706,24212,Cash,0,1
U0113,26,Salaried,105392,Urban,2024-07-26,144,227,1101,195,130,0,117,1914,47972,Cash,0,0
U0113,26,Salaried,105392,Urban,2024-07-26,343,367,1095,317,109,91,118,2440,32192,Card,0,0
U0113,26,Salaried,105392,Urban,2024-08-07,408,327,994,60,185,153,177,2304,36272,Card,0,0
U0113,26,Salaried,105392,Urban,2024-08-14,519,154,844,175,129,0,17,1838,50252,Card,0,0
U0113,26,Salaried,105392,Urban,2024-11-24,446,152,886,292,102,87,144,2109,42122,UPI,0,1
U0113,26,Salaried,105392,Urban,2024-12-31,381,169,738,294,146,114,91,1933,47402,UPI,0,0
U0114,41,Salaried,34388,Rural,2023-01-07,531,63,37,106,49,87,37,910,7088,UPI,0,1
U0114,41,Salaried,34388,Rural,2023-01-28,402,75,44,162,17,57,72,829,9518,UPI,0,1
U0114,41,Salaried,34388,Rural,2023-02-11,218,115,18,71,29,107,32,590,16688,UPI,0,1
U0114,41,Salaried,34388,Rural,2023-04-02,145,206,41,32,10,0,124,558,17648,UPI,0,1
U0114,41,Salaried,34388,Rural,2023-04-05,314,73,57,140,44,37,99,764,11468,Card,0,0
U0114,41,Salaried,34388,Rural,2023-05-21,221,156,34,110,31,62,160,774,11168,UPI,0,1
U0114,41,Salaried,34388,Rural,2023-05-21,356,207,26,67,69,98,168,991,4658,Cash,0,1
U0114,41,Salaried,34388,Rural,2023-06-11,552,85,87,219,21,160,95,1219,-2182,Cash,1,1
U0114,41,Salaried,34388,Rural,2023-09-12,201,101,15,107,30,0,192,646,15008,Card,0,0
U0114,41,Salaried,34388,Rural,2023-12-22,187,175,103,41,44,0,149,699,13418,UPI,0,0
U0114,41,Salaried,34388,Rural,2024-02-13,252,249,15,134,22,0,161,833,9398,Card,0,0
U0114,41,Salaried,34388,Rural,2024-02-19,309,328,0,0,36,0,197,859,8618,UPI,0,0
U0114,41,Salaried,34388,Rural,2024-03-05,109,111,41,110,25,35,64,495,19538,Card,0,0
U0114,41,Salaried,34388,Rural,2024-05-25,296,133,84,126,39,132,256,1066,2408,Cash,0,1
U0114,41,Salaried,34388,Rural,2024-06-12,183,294,23,156,70,0,189,915,6938,Card,0,0
U0114,41,Salaried,34388,Rural,2024-06-27,104,246,29,26,80,64,160,709,13118,UPI,0,0
U0114,41,Salaried,34388,Rural,2024-07-19,191,129,50,122,27,11,101,631,15458,Cash,0,0
U0114,41,Salaried,34388,Rural,2024-08-08,292,146,55,0,20,80,141,727,12578,UPI,0,0
U0114,41,Salaried,34388,Rural,2024-09-19,110,330,25,93,18,31,174,781,10958,Cash,0,0
U0114,41,Salaried,34388,Rural,2024-09-23,204,113,27,5,15,0,178,542,18128,UPI,0,0
U0114,41,Salaried,34388,Rural,2024-11-09,335,77,45,212,30,0,98,797,10478,UPI,0,1
U0114,41,Salaried,34388,Rural,2024-11-20,207,209,38,38,52,0,76,620,15788,UPI,0,0
U0114,41,Salaried,34388,Rural,2024-11-23,347,147,52,87,48,75,113,869,8318,Cash,0,1
U0115,32,Salaried,125654,Urban,2023-01-14,675,148,838,254,190,176,131,2412,53294,Card,0,1
U0115,32,Salaried,125654,Urban,2023-02-27,127,133,926,58,114,104,115,1577,78344,Cash,0,0
U0115,32,Salaried,125654,Urban,2023-05-03,359,177,923,312,132,25,65,1993,65864,UPI,0,0
U0115,32,Salaried,125654,Urban,2023-08-15,572,350,1417,200,99,67,34,2739,43484,UPI,0,0
U0115,32,Salaried,125654,Urban,2023-09-27,150,302,1355,317,85,102,176,2487,51044,UPI,0,0
U0115,32,Salaried,125654,Urban,2023-11-05,211,184,1377,92,254,0,173,2291,56924,Cash,0,1
U0115,32,Salaried,125654,Urban,2023-11-06,217,201,1342,295,109,177,108,2449,52184,Card,0,0
U0115,32,Salaried,125654,Urban,2023-11-14,445,217,1409,300,163,143,162,2839,40484,Cash,0,0
U0115,32,Salaried,125654,Urban,2023-12-10,292,248,1149,420,128,254,178,2669,45584,UPI,0,1
U0115,32,Salaried,125654,Urban,2023-12-29,154,187,1215,313,143,253,129,2394,53834,Cash,0,0
U0115,32,Salaried,125654,Urban,2024-02-05,248,309,1191,75,164,205,0,2192,59894,Card,0,0
U0115,32,Salaried,125654,Urban,2024-03-20,147,358,1425,136,253,27,118,2464,51734,Card,0,0
U0115,32,Salaried,125654,Urban,2024-03-30,380,143,1405,287,250,15,176,2656,45974,Cash,0,1
U0115,32,Salaried,125654,Urban,2024-04-10,234,157,1010,96,168,201,140,2006,65474,UPI,0,0
U0115,32,Salaried,125654,Urban,2024-05-05,206,222,1254,542,161,346,131,2862,39794,Card,0,1
U0115,32,Salaried,125654,Urban,2024-05-13,212,153,1102,51,124,56,46,1744,73334,Cash,0,0
U0115,32,Salaried,125654,Urban,2024-07-01,531,329,1306,465,191,191,43,3056,33974,UPI,0,0
U0115,32,Salaried,125654,Urban,2024-09-20,244,328,1165,426,161,0,114,2438,52514,Cash,0,0
U0115,32,Salaried,125654,Urban,2024-10-31,403,126,1363,342,123,249,96,2702,44594,Card,0,0
U0115,32,Salaried,125654,Urban,2024-12-11,479,136,1014,294,117,131,70,2241,58424,UPI,0,0
U0115,32,Salaried,125654,Urban,2024-12-26,279,320,1007,44,141,96,25,1912,68294,Card,0,0
U0115,32,Salaried,125654,Urban,2024-12-31,429,267,952,392,78,34,34,2186,60074,Card,0,0
U0116,37,Salaried,128215,Urban,2023-02-25,427,196,1004,310,127,316,148,2528,52375,UPI,0,1
U0116,37,Salaried,128215,Urban,2023-03-07,427,366,1224,51,180,213,12,2473,54025,UPI,0,0
U0116,37,Salaried,128215,Urban,2023-04-18,449,118,1282,321,272,98,16,2556,51535,UPI,0,0
U0116,37,Salaried,128215,Urban,2023-05-01,423,152,912,277,171,109,82,2126,64435,UPI,0,0
U0116,37,Salaried,128215,Urban,2023-07-10,470,169,1220,282,205,0,112,2458,54475,Cash,0,0
U0116,37,Salaried,128215,Urban,2023-09-17,451,234,839,373,180,145,24,2246,60835,Card,0,1
U0116,37,Salaried,128215,Urban,2023-10-20,233,253,947,161,170,38,157,1959,69445,Card,0,0
U0116,37,Salaried,128215,Urban,2023-12-24,198,226,1161,282,151,95,92,2205,62065,UPI,0,1
