age,occupation,monthly_income,city_type,date,food,transport,rent,entertainment,utilities,shopping,others,total_expense,overspending_habit
54,Freelancer,41225,Urban,2023-01-07,4786.675584128597,3291.944090668527,12051.230743873388,6685.574381820678,1710.0132953012214,3521.1535483433736,860.2566974249148,32906.8483415607,0
26,Business,131266,Semi-Urban,2023-01-03,26011.03704294419,10664.049328540068,26254.611180987773,7463.794534725693,6770.041633543793,11552.799402742872,4042.6302203115356,92758.96334379593,0
41,Student,46739,Urban,2023-11-03,6842.339741354517,2981.9085505378894,13381.79979993357,3223.2342152534115,2977.7705488091574,3051.253619873048,980.6791103650173,33438.98558612661,0
52,Salaried,67708,Urban,2023-08-31,8441.912964088948,6702.146266348532,20969.916147486678,4855.382912661996,4547.94342213129,6400.295844281615,3351.4388911747965,55269.03644817386,1
52,Business,148041,Rural,2023-02-25,19190.585106150396,9180.805173204457,15080.196402294023,23164.090409853754,8150.341247988287,11917.23415250479,5705.13709981659,92388.3895918123,0
53,Freelancer,73019,Rural,2023-03-14,9315.371620165877,3837.0464746543266,8126.171803846368,6704.923244491884,5026.03840246965,8882.959788051076,2955.9285303116226,44848.4398639908,0
35,Salaried,96154,Semi-Urban,2023-01-10,14990.438119997529,5413.193355098024,18609.27062189854,4832.976791123334,6308.303795475287,6470.871166868408,4585.2184165912595,61210.27226705238,0
56,Freelancer,122097,Semi-Urban,2023-03-02,18592.75696483789,10473.295289117785,23639.888973361136,5962.283244342469,8344.199860125105,9354.461007027941,3528.0723748379332,79894.95771365028,0
49,Salaried,27373,Semi-Urban,2023-02-19,3278.183321525487,1545.3066720221923,4941.1152829079965,4789.258980935844,1319.781238767722,2884.4458508077296,647.9447737343714,19406.036120701345,0
41,Salaried,55281,Rural,2023-05-02,9962.27993156123,4931.326957137729,4571.279822285351,3142.506855773692,1810.498305902681,7142.889959183831,2328.330160586162,33889.11199243068,0
40,Business,40187,Urban,2023-06-24,7643.5195545359065,2484.368294922441,11968.691766255599,5743.291002372396,1802.3627324684578,4108.088955071837,868.0361335373013,34618.35843916394,1
49,Student,87863,Rural,2023-01-01,15067.365889334711,6779.919226114189,9444.218034421348,13093.751512331351,5810.6300908909,13167.977315401382,4180.429560735328,67544.2916292292,0
54,Business,117927,Rural,2023-02-07,20966.15259975764,10686.360790824818,11940.188485089173,5107.50922141868,6731.465075096595,14301.632327392155,5844.6454030912,75577.95390267026,0
29,Freelancer,127113,Urban,2023-07-09,19591.943421328986,8080.376480344,38501.245043479015,25239.087899568345,4714.437660872373,10499.507341881606,4608.663410307204,111235.26125778152,1
30,Freelancer,104085,Urban,2023-03-20,12180.179027169348,5319.89176322164,30899.4662448825,9427.598391196634,3303.5263337443544,9668.758110777586,4461.710023500339,75261.1298944924,0
40,Salaried,137996,Semi-Urban,2023-12-11,26953.138564331453,13699.383158050783,27443.138761217484,13320.32617609985,4335.387065474643,17193.15537760488,5420.811453859001,108365.34055663811,0
42,Salaried,59220,Urban,2023-12-04,7399.668440625194,4463.170080512441,17025.107475520992,5389.718829554601,2624.388985040531,6668.435354097973,1466.48195021795,45036.971115569686,0
52,Student,142755,Urban,2023-07-09,17218.606239532797,14218.086585700199,43332.67278888266,28170.990598871827,5972.019323593814,9486.967345186245,5009.566155117615,123408.90903688516,1
58,Business,27642,Urban,2023-07-03,4131.562065732823,1623.893576664915,8759.039139162822,1529.2778224868844,1035.3203085352543,2299.7684991965575,1020.2596132593326,20399.12102503859,0
47,Freelancer,99971,Urban,2023-03-08,17259.70255610111,7407.305688502641,30042.489979656748,3971.4694913492754,6656.832657360267,14283.098679746268,4049.105190120348,83670.00424283667,1
34,Salaried,75556,Semi-Urban,2023-01-17,7688.815873341918,5806.758972839586,15369.637944177228,7527.326612887608,5277.033394667924,10257.567449625782,1655.8044330057512,53582.94468054579,0
37,Student,53760,Semi-Urban,2023-11-12,10500.813876826453,4334.833432344573,11353.773540958358,8521.148131937805,2300.2172309428615,5178.400526120951,1312.079214516124,43501.26595364713,1
42,Freelancer,58192,Urban,2023-10-23,7897.039274633239,5404.923877325784,16533.50097252176,2360.352671057217,2036.9903824929145,5255.177198081167,2904.339852099231,42392.32422821131,0
39,Salaried,144257,Urban,2023-07-28,16926.509493850346,8262.194529162025,44107.21145955231,13234.647299817152,4513.745962183718,18056.734669758745,5721.805470936559,110822.84888526086,0
30,Freelancer,24381,Semi-Urban,2023-12-11,4309.92886850189,1821.873217518969,5858.958436896591,806.2623914234397,959.9985459244475,2185.868770840371,816.6010797994022,16759.49131090511,0
36,Student,116583,Semi-Urban,2023-02-10,22399.8775908918,9093.499438860954,22406.82199104079,6825.982150553777,5439.718069808931,17085.133007589222,4427.345833875416,87678.37808262088,0
53,Student,39558,Urban,2023-04-25,6470.3085072905305,3388.6431705118885,12407.478631364247,2945.2345164549047,1562.0573656862489,5435.450827950778,1659.9958519393113,33869.16887119791,1
29,Freelancer,50782,Rural,2023-04-10,8845.566697419361,5069.457216590952,5683.253069726633,4470.877658851749,3456.030995951731,3306.5886780326528,1773.9077489692775,32605.682065542358,0
58,Business,24782,Semi-Urban,2023-12-11,3916.96119786269,1647.1055560795473,5635.206687789012,2066.0598144537025,1458.0569740984133,3710.2357416086893,688.479675874202,19122.105647766257,0
36,Freelancer,111417,Semi-Urban,2023-12-15,19335.944060992042,8642.641619029537,21909.378364987755,4594.957516275096,7335.177578982197,12205.236351685999,4985.689601652733,79009.02509360536,0
29,Salaried,74712,Semi-Urban,2023-05-19,11545.581444472342,4557.346382491156,14617.497626200651,4236.747099921853,5148.956228471065,3777.687349442985,3703.472397366209,47587.288528366254,0
26,Business,125764,Urban,2023-11-12,24907.077707795277,12552.195401011606,37682.37635783927,24834.192987879076,5763.005420246468,6618.889403621899,3361.723986405758,115719.46126479936,1
24,Salaried,114945,Urban,2023-11-20,22360.20768743277,5826.359133771877,34575.48827084595,4056.651724484922,4765.144188294321,6759.833272507782,5262.855520615209,83606.53979795282,0
45,Freelancer,39462,Semi-Urban,2023-11-30,6278.6832344117765,3753.0462675088033,8269.106399080458,3866.172610403589,1988.6916804862065,4493.579697752655,1471.5089595138586,30120.788849157347,0
31,Business,80030,Urban,2023-10-29,11878.536216861241,7386.606400740186,24298.05027134072,14892.931438946845,4918.208233851646,5530.434420724328,3161.577625221611,72066.34460768658,1
48,Salaried,88519,Urban,2023-10-21,10619.164300991251,7007.697270683018,26910.5693688926,17686.667591130314,2763.7118145534673,5233.618548455247,1974.9297840825511,72196.35867878846,1
36,Freelancer,76411,Semi-Urban,2023-01-17,10685.01842449279,6959.469414474626,15970.312665574273,6234.264352205426,5033.584533458727,6287.555119393204,1730.2995356588729,52900.50404525792,0
64,Freelancer,75206,Urban,2023-11-18,7957.945662300467,6964.574665584779,23022.67258870738,13454.584389271065,3278.0079486666227,6617.414961522231,3665.796581632066,64960.99679768462,1
33,Business,117469,Rural,2023-10-19,12496.407948444034,10417.92467031728,11366.166647416787,3845.209487921319,7013.228733552223,9760.638829875297,4894.278406375928,59793.85472390287,0
22,Freelancer,66950,Urban,2023-03-15,11432.746094975813,5137.699065512353,20639.7462584211,4731.536106228533,2776.1134919276424,8262.401940626285,2522.2873201904076,55502.53027788213,1
52,Student,22523,Urban,2023-09-20,2280.965656550208,2141.536590796034,6848.187236648626,2045.1764330276847,1470.9652729758839,2128.3484009644394,793.4807830021323,17708.66037396501,0
29,Salaried,80926,Semi-Urban,2023-01-16,11457.133957703578,5864.8560239289445,16975.494317943456,6892.473973205702,2837.3486752605786,8985.27675289138,4036.362223397154,57048.94592433081,0
42,Salaried,29677,Semi-Urban,2023-01-14,4735.115816047649,2649.96561163633,6473.522946762342,4585.756125071917,1331.7248702538154,3632.69159694738,1038.6803380231008,24447.457304742537,1
38,Freelancer,95828,Rural,2023-12-02,15050.464991454683,8207.216803954083,10137.950054078101,14278.962342770335,3437.5180951730113,7587.609740624114,3375.6514785077024,62075.373506562035,0
53,Freelancer,35089,Urban,2023-10-08,4709.439668263581,2751.614042260161,9633.631448251255,5813.634253518084,1569.1588959814894,3630.5421762436345,1146.5681866867685,29254.588671204976,1
40,Student,24581,Rural,2023-12-27,3156.7555634521436,2340.2438212027073,1827.6299768427143,1909.835304934202,1646.5776671995327,2553.154627902763,1137.9099117331675,14572.10687326723,0
33,Business,31907,Rural,2023-01-04,3589.0636122370806,2383.115914628561,3104.7505609618793,975.3432743290576,1522.9304796300914,2772.813243689955,1279.2780402131395,15627.295125689765,0
56,Freelancer,25609,Semi-Urban,2023-05-07,4963.868729956606,1390.3011989651247,4776.752773429246,4125.213770195058,1234.5436938433008,3264.6602141049275,852.8275881898577,20608.16796868412,1
62,Freelancer,71153,Urban,2023-11-08,7308.560808233181,6083.951832128187,22115.559390291342,4694.200340843282,3788.4945857765506,4716.991644196453,1894.048627052255,50601.80722852124,0
59,Freelancer,70539,Semi-Urban,2023-01-06,8712.7673497611,5046.155408307585,14964.090441791286,4692.602296151094,2658.1850317943286,5403.906280045984,2223.4210854577755,43701.12789330916,0
56,Freelancer,64143,Rural,2023-05-09,10412.070047786325,4618.4023266567965,6199.18968835385,4459.927063077491,2544.7708832545713,3713.2592613392853,1329.8402218692538,33277.45949233758,0
31,Salaried,42936,Rural,2023-08-20,5372.406344262457,2343.4297789013453,3966.281277041534,7904.747214222053,2518.272534951316,4769.878841202681,1956.808514136279,28831.824504717668,0
48,Freelancer,70182,Semi-Urban,2023-11-09,8997.807002576645,6614.842124757452,13834.87833933836,4074.944640381187,3243.395477898654,4197.545881152456,3457.496224616105,44420.90969072086,0
22,Salaried,128261,Semi-Urban,2023-07-14,14602.601783063275,8599.167195307105,25290.800640653513,4518.32211127528,4628.991461931177,6988.407505747377,3690.3427824569503,68318.63348043467,0
52,Freelancer,131259,Semi-Urban,2023-03-06,24501.552119111024,8790.692224144168,25499.18366413476,9870.48920291433,9170.28356461662,9612.40882901713,3726.0663178180675,91170.67592175612,0
40,Business,119524,Semi-Urban,2023-11-17,23568.304731585697,7044.602849659222,23927.228134918332,5590.812708263102,8043.257129789931,17707.731774621698,5311.758360789462,91193.69568962745,0
46,Student,115042,Semi-Urban,2023-04-13,15125.535973873735,8073.0003065609935,22493.011367332845,10624.48046284539,7659.764535272044,10570.871872610975,4566.706322833435,79113.37084132941,0
60,Business,33163,Rural,2023-10-04,3865.3240100868175,2379.3389631875866,3579.2982133469955,1889.568653358916,1469.2529228136027,1661.4629580548622,1463.4435241772132,16307.689245025995,0
28,Freelancer,146686,Semi-Urban,2023-06-07,27713.937695697816,14444.636364747998,29775.742770138433,10035.590439260222,5980.590762906414,21992.624293118173,5528.974616596894,115472.09694246596,0
35,Freelancer,79758,Urban,2023-08-12,13408.548650093175,6709.267533261612,24617.90359151436,10422.542364734682,3095.3982189970143,9296.066078555998,3737.0110103296165,71286.73744748646,1
64,Freelancer,66057,Rural,2023-10-16,11132.842391737902,4668.549712109902,6328.810991740524,5393.974210821991,3940.267542391664,7312.892981094838,1898.743116323934,40676.08094622075,0
29,Business,32537,Rural,2023-10-05,6263.876232597312,2524.675883835708,3834.6847124966616,1464.2163548171661,1423.872205566296,4472.469372469496,699.6499729947026,20683.444734777346,0
26,Freelancer,42419,Urban,2023-07-01,6415.090318819636,3142.623237475151,13228.160377816163,6351.5056298537165,1644.273820658494,6049.512888792179,1575.9205517927837,38407.08682520813,1
27,Business,62578,Urban,2023-01-04,6912.9263804054535,3732.8908479523893,19771.052119028493,2734.1973837228793,3405.4334619796205,5757.977492738779,2914.13060472539,45228.608290553,0
61,Salaried,94991,Rural,2023-08-03,16672.52197507255,7584.800504115307,8520.577963595966,8699.813858850786,4539.30630889762,13598.69928378876,3311.9723911010033,62927.69228542199,0
34,Student,141211,Semi-Urban,2023-08-05,23924.31343419819,7549.7942161917,28732.503307053572,21698.443030431157,6220.9603109122045,8736.101048725766,3446.3553444989484,100308.47069201154,0
55,Student,142762,Rural,2023-07-28,16928.133438211098,9480.86845187967,15060.139825551212,7963.009769114193,8419.318748575128,8319.419915032582,5386.833403450047,71557.72355181392,0
24,Business,94599,Rural,2023-03-15,14018.542858695231,9355.64219119746,10152.315539757925,5849.820915004668,5771.079213437001,6556.077188765005,3487.8736270480445,55191.351533905334,0
63,Salaried,20834,Urban,2023-08-15,2238.861340371847,1404.3043448965782,5701.92436324434,1673.4636964739811,1033.4419784304002,2606.4802356319447,738.7499544284062,15397.2259134775,0
30,Business,52214,Rural,2023-04-03,5672.969866250565,4530.524323156707,5887.858527975612,4868.808560086739,2761.0594972897784,6545.470593479963,2222.2972901796848,32488.98865841905,0
57,Salaried,112934,Semi-Urban,2023-03-06,13052.344337313398,6574.004955877958,21728.571011618256,5917.058852965437,5527.028753917975,16916.359610294472,3718.8940627938,73434.2615847813,0
59,Freelancer,143798,Urban,2023-11-17,24823.02317421829,12175.355279196896,42548.36390050116,4902.864795488824,7454.527154281072,17260.154356363702,7182.3583277560965,116346.64698780603,1
26,Salaried,120028,Rural,2023-01-10,16307.136738320438,11380.842282873495,11766.664911738375,9393.249597764832,6473.1241097640295,6637.293860252411,2682.8241833715856,64641.135684085166,0
44,Salaried,141286,Rural,2023-10-30,14421.96751808102,9683.98322379732,14620.202097532021,5947.134301676128,7662.521699643485,11145.032172947087,6203.836996145216,69684.67800982228,0
19,Salaried,22413,Semi-Urban,2023-11-18,4030.7452887604036,1989.6182761971224,4532.267027602754,3360.14955711138,1398.0727742180736,1537.7571894744221,643.0914588080481,17491.701572172205,0
22,Student,29505,Rural,2023-11-01,3493.2377070269144,2469.878539111877,3322.972056231636,2232.8115136021206,1375.642851193681,1770.8045567478287,1396.6217577334712,16061.968981647531,0
46,Salaried,140681,Rural,2023-10-05,21210.90997482057,9896.712767614365,14245.749786496586,6118.966591102734,4966.313791730114,12739.019367992496,3772.589034000085,72950.26131375696,0
54,Freelancer,122802,Rural,2023-03-27,15280.13367497529,11620.20978610895,12341.718354371651,7840.027762592533,7070.838922762369,17825.301145573096,2869.3862434234265,74847.61588980732,0
55,Freelancer,22105,Rural,2023-01-26,4053.028160595013,1750.7371985489367,1502.8307076236745,1122.9439982734114,1089.6539644381228,2633.097078088393,602.9848432926818,12755.275950860232,0
36,Freelancer,88104,Semi-Urban,2023-08-06,13522.896315795655,7421.315453092355,17518.28150169501,16776.04274949724,5707.23299186604,8552.177903899383,4333.639403695971,73831.58631954165,1
25,Salaried,148303,Rural,2023-04-05,15951.249595900506,7440.082539621324,14591.63652760784,10689.204824490907,8181.580838010282,14480.983202958367,3521.677100105827,74856.41462869504,0
62,Business,127634,Rural,2023-09-01,14939.52806958761,11819.852788548369,13499.222263478525,9849.885618692062,7220.091866953716,14010.156072870119,3329.687274870627,74668.42395500102,0
18,Business,134897,Rural,2023-04-17,19266.673471296017,11438.55503992277,13564.204544006678,4222.36019261215,9192.188102244845,18141.165104382442,3752.342223050839,79577.48867751575,0
39,Freelancer,78408,Urban,2023-09-05,12674.331218851894,7539.867679967987,22714.4220242273,5113.14748712154,3783.16412682225,7136.73540542712,3533.6649493822943,62495.33289180038,0
34,Student,57679,Semi-Urban,2023-01-14,7963.428909536264,3067.551869900404,10667.475484328606,7670.852631181304,2674.333951530904,7027.64556913637,1506.095236450706,40577.38365206456,0
24,Business,136908,Urban,2023-06-10,22541.471219524257,11548.795426938697,40582.8042480312,23553.520330316405,7857.798187855826,13233.713787059343,4121.135877012697,123439.23907673842,1
42,Salaried,134921,Urban,2023-03-12,21845.754648995982,13342.65534346944,40329.98281873795,21239.460364811937,6553.204189689345,7774.396186199935,4937.420285696308,116022.87383760091,1
62,Business,119096,Semi-Urban,2023-06-01,15824.254402802722,6677.844454058202,23751.713482234747,3601.0913485510096,5486.920622316158,7214.064746896855,2468.714914123007,65024.6039709827,0
21,Freelancer,99731,Urban,2023-03-16,18195.672083701047,9555.470470009024,29334.649296718213,6756.86286053183,4100.7717987532105,9909.04715362154,3300.990347922865,81153.46401125773,1
53,Student,132205,Urban,2023-08-03,16777.48947369156,11240.026659784226,38914.48191864051,4457.304101687592,8025.77122498774,15414.177977752997,4621.329387283236,99450.58074382786,0
23,Business,85131,Urban,2023-02-20,12495.441095009795,6373.806407374231,25413.348152197344,4895.241982548288,4255.4964285719325,8755.852503600156,3469.690077007582,65658.87664630933,0
48,Business,84280,Semi-Urban,2023-05-23,14422.053950666343,5805.32894371057,16683.08104548698,4733.063822575822,4337.169400046995,8034.863617540837,3934.8556973935524,57950.4164774211,0
36,Freelancer,35762,Rural,2023-02-05,6066.527162746689,3394.9874797913244,3994.4739831188517,7079.783485085605,1982.2687465585975,5233.9480040987155,884.9341486246568,28636.92301002444,1
61,Student,137798,Semi-Urban,2023-06-16,14502.931946293022,10880.01461353607,28526.58641159955,8162.1017507442975,5302.706048938618,14076.636861596784,5438.054586091651,86889.03221879998,0
56,Student,136854,Semi-Urban,2023-08-24,17998.746519613145,11733.652289402884,28321.029014091455,12698.329374100935,5701.804988265519,11314.044293307086,4262.48708192472,92030.09356070575,0
44,Freelancer,126830,Semi-Urban,2023-09-17,17687.112888366606,6977.676104134182,25889.925677778578,19731.41851626216,8268.4027058221,18097.88792303234,2629.5586887848226,99281.98250418078,0
27,Salaried,78703,Urban,2023-07-11,15650.115711255963,6729.195951862952,23651.684451985922,4507.079395322155,3993.4473036312893,6490.043965127552,3044.281970040783,64065.84874922662,1
43,Business,101434,Rural,2023-07-21,11086.536136090095,8221.847505187829,9694.08970027689,3168.2339875066996,5285.546267398614,10939.126966716241,3326.7380127172987,51722.11857589367,0
36,Salaried,83079,Semi-Urban,2023-09-19,8908.446791404778,7864.851958800972,16838.661614455777,3165.30416504233,4190.274054914608,8285.089131468307,1812.1238057234273,51064.751521810205,0
56,Business,41577,Semi-Urban,2023-07-04,6680.840589669975,3759.2393343980943,8813.416108496956,1838.0301532892977,2681.371460051018,3503.0375621618837,2012.1293653273215,29288.064573394546,0
20,Business,21214,Rural,2023-06-07,2273.606131308429,1576.4215559129973,2315.6487543550984,1004.1754432328187,1290.9823729404366,2390.596495150455,435.80520807880066,11287.235960979036,0
62,Salaried,106339,Rural,2023-09-03,17103.230756604702,7930.115198491159,10025.958403407018,21236.150950209834,7006.30322543095,8427.447578169558,3852.888219404122,75582.09433171735,0
30,Freelancer,68114,Rural,2023-04-20,8967.222675784955,6046.805881346992,7672.062866392911,3754.3076211956427,4238.282621846762,6800.553136436723,2172.6565637553035,39651.89136675929,0
45,Freelancer,109234,Urban,2023-04-09,21174.157259215706,8249.377288376734,32705.021000514927,19342.10896247682,4418.446268561251,9009.54244476909,5239.012846270692,100137.66607018522,1
37,Business,83230,Rural,2023-08-29,13970.403903571672,7601.550490449041,7865.223523870859,5665.076025550428,5730.872452061439,6814.0725516118555,2065.293713716022,49712.49266083132,0
45,Freelancer,143163,Urban,2023-07-21,21630.29735954676,9934.231526255973,42268.05446557343,13199.42771213736,9968.29028826442,15298.143073412215,6190.411505719464,118488.85593090962,1
25,Business,52980,Semi-Urban,2023-05-02,9849.185281856297,4505.90133395182,9684.312098223463,2174.002311744991,1739.8402938880183,2701.342155989616,1545.950692078752,32200.534167732956,0
58,Freelancer,87194,Urban,2023-04-27,12140.508561822913,5410.517324064936,25287.409296172642,5849.88176396893,3569.09219137372,11300.666368117347,1764.944208699843,65323.01971422033,0
56,Business,97806,Rural,2023-04-06,18021.020077823603,9559.331916149415,10212.87012630714,7957.015401294942,6586.4998179446775,6935.142613008596,4874.354398926242,64146.234351454616,0
18,Freelancer,132333,Urban,2023-08-22,23469.00880866926,11424.114077257096,39422.081157990586,9025.696038332646,7431.386107023074,14825.833186669113,5445.441964909611,111043.5613408514,1
20,Student,57792,Rural,2023-03-08,6255.300546481952,3917.2817115104717,5647.200033190955,2788.120186795304,2132.8190081359594,3692.489691912416,1791.060870158777,26224.272048185838,0
30,Salaried,65807,Urban,2023-08-06,9827.891798892078,3497.5645298365653,20635.016189181097,12079.995714324856,3898.0165055206403,4427.893256793315,2508.1695142173435,56874.54750876589,1
45,Student,144297,Semi-Urban,2023-01-15,22073.472064965033,14303.21535202413,29354.743540160318,24574.25987742207,9239.698613345568,9452.81380023878,2951.810987544568,111950.01423570047,0
42,Salaried,145266,Urban,2023-09-30,24553.343541179413,7977.365629141127,42810.66727996701,26456.955328335014,5929.960586718723,16395.17421608308,6903.361035773677,131026.82761719804,1
50,Salaried,42301,Semi-Urban,2023-08-07,5568.818916281305,2574.3207510393204,7673.325767482104,1655.3381845291085,1374.313289488817,2485.7860266876837,1394.2467833364808,22726.14971884482,0
55,Business,25141,Rural,2023-10-01,3320.7868096947623,2145.2322716447247,3254.583316494004,4649.428817014188,1287.8600507932467,1514.5997244205141,1038.147778567238,17210.63876862868,0
23,Salaried,136482,Semi-Urban,2023-05-27,18600.159000817315,7408.586853118151,27981.332814425252,20973.89266886719,5285.941486353771,18717.852068330896,6423.391039001524,105391.1559309141,0
61,Student,124292,Rural,2023-11-28,16642.336329621336,8419.548900266023,12588.45705516629,10110.023710410003,4042.717624136315,13589.386983926952,6038.677333576148,71431.14793710307,0
62,Student,142984,Rural,2023-12-10,18045.923379437852,13646.5875190218,15198.736681526188,21281.846494042722,8603.07198367004,10563.300578956398,6023.677830473218,93363.14446712822,0
49,Freelancer,33777,Semi-Urban,2023-06-01,6071.145437022268,2106.3433527117304,7187.139087166471,2933.441850644866,1497.7787425262065,2255.2996664605007,768.7286157085098,22819.876752240554,0
62,Student,58346,Semi-Urban,2023-12-13,9191.722087882568,5770.7056434797305,12315.100640044433,3530.444970129279,3002.7673279190167,4548.233400223799,1452.347232909708,39811.321302588534,0
64,Freelancer,74703,Urban,2023-10-31,11071.590876342552,5466.397874869362,22454.75990560752,7223.505266876816,4045.601624268597,8260.447351120118,1780.9750158003308,60303.277914885286,1
38,Salaried,114977,Urban,2023-01-15,22955.030036641227,10191.819657663475,35247.506688188005,18281.461291576456,5758.6372827657515,11751.613012605105,2969.032235317028,107155.10020475704,1
33,Student,67819,Semi-Urban,2023-12-20,11457.94650929379,6452.898920950614,12891.21163627684,2444.3513292690736,4037.1807181936188,5243.777502222997,2625.67201129837,45153.0386275053,0
38,Salaried,48469,Semi-Urban,2023-03-25,8219.171088414301,3203.5846400023665,10324.08919485157,8166.989118186579,3138.8512921606375,6123.057519897961,2232.3497692767005,41408.092622790115,1
28,Student,23845,Semi-Urban,2023-07-11,2432.5748156601185,1482.5703393655897,3949.0158808918773,1453.2528681416022,1564.1939639966909,2307.0997553753496,1084.742226440585,14273.449849871813,0
54,Student,130186,Semi-Urban,2023-02-10,17278.002609478295,8719.66347491123,26828.323460653755,7786.060172504067,8018.236391761458,9590.06769245532,6309.33754437238,84529.69134613652,0
53,Freelancer,43290,Rural,2023-12-18,6816.349229230843,3808.055864187951,3508.031399589771,2791.6204035342516,2858.9382626762344,5961.200225128466,926.5972862600914,26670.792670607607,0
52,Salaried,132551,Semi-Urban,2023-11-20,17280.653578151105,9565.675508940429,25854.72962871158,10749.87042840221,4954.819981144192,11222.293812842277,5288.575350884221,84916.61828907601,0
36,Student,50699,Semi-Urban,2023-09-18,7514.044767804662,4407.190654387525,11062.21580244572,1934.586036433096,2959.944946146612,3702.7718346392576,1644.3866680850906,33225.14070994197,0
37,Business,64252,Semi-Urban,2023-11-05,6636.349585778933,3649.216056353525,12489.9545780978,9890.889037295452,4239.565973124904,7978.896304619213,3158.981002158613,48043.85253742845,0
35,Salaried,118682,Semi-Urban,2023-05-16,18978.100498960703,7368.45345760309,23391.710059843288,6217.573693369607,5110.4199918292015,13920.97339932565,4263.560395648804,79250.79149658034,0
64,Salaried,23293,Rural,2023-10-05,3227.068538017221,1338.2873991498998,1373.578325884292,1055.6021301535088,798.9232565056998,2994.1871103641206,544.472447940765,11332.119208015507,0
58,Salaried,138017,Urban,2023-04-16,23797.28086283776,9562.22276934128,40551.85677948755,25794.149426267944,7340.464896493868,10154.759672089176,6464.776349136156,123665.51075565374,1
31,Freelancer,139496,Urban,2023-01-07,14580.935375168645,8382.451403257757,42352.89385561172,25061.356863655583,5798.969767511592,7840.022201221184,6380.873762892723,110397.5032293192,0
32,Business,129934,Urban,2023-10-29,17069.398890497476,7768.191342764461,39012.32364472195,25170.28226380959,4124.347241820045,16447.098837420537,4830.192091969647,114421.8343130037,1
48,Salaried,77089,Urban,2023-01-30,10988.644694586303,6722.470867780748,24058.348848883266,3549.519432862449,2755.6152690417853,10891.76408574725,3088.847713643183,62055.210912544986,1
18,Student,131964,Urban,2023-05-06,18976.23873494033,10380.681296517794,40080.427810352485,24296.18670365609,8814.636627103755,12230.988179382195,3800.870319893984,118580.02967184663,1
20,Student,36608,Rural,2023-12-23,6002.482947864253,2591.348346841253,3849.996907897956,5835.27880769128,1322.2747903485845,3548.8774524731148,1490.95358876852,24641.21284188496,0
33,Freelancer,148713,Urban,2023-03-20,26757.689288967922,11103.851530062244,43944.3757804208,8778.251735556714,9138.675161593419,13575.404071127676,6081.755517277941,119380.00308500671,1
40,Student,86273,Rural,2023-03-08,13003.184595941384,5354.20213362815,9219.60101604615,3096.764312612827,4399.544374565405,6115.815619728127,1899.0385891345034,43088.150641656546,0
28,Salaried,36619,Rural,2023-01-23,5503.593784205149,2745.6233294090484,4075.701803351442,3007.6117940207396,2164.609860977808,3330.7131240678655,1426.335449553485,22254.189145585537,0
29,Student,98006,Urban,2023-07-08,15455.009545056399,6966.079073499742,29596.225388371986,19239.298278313177,3696.3697697294833,13777.41000195563,2117.2888331031204,90847.68089002953,1
27,Salaried,135399,Urban,2023-03-15,17715.459103767196,8720.678925837616,40872.43021576181,5305.710907198533,8840.729371819632,17988.453215475813,5356.651797587008,104800.1135374476,0
49,Student,107908,Urban,2023-01-05,15737.45197610325,10429.071029773371,33033.89310944111,7008.84692994057,6266.749997298233,11513.027727980541,4061.4701318000252,88050.5109023371,1
33,Business,101653,Semi-Urban,2023-03-23,13529.771038652729,7431.264315696732,19486.84286157949,5592.3796587646575,5878.912242884353,14772.376914904537,4970.010687640979,71661.55772012348,0
25,Freelancer,34779,Rural,2023-01-25,5410.648566529461,2793.8357647842727,2849.342371001935,2736.1184483969437,1141.667686016899,2729.0583466418884,1392.930265657212,19053.60144902861,0
55,Freelancer,71040,Urban,2023-09-21,9308.44317448495,3729.056096854542,21975.74081870193,3674.4090594787554,2310.5198069584208,4083.295120628354,1957.3483519785918,47038.81242908555,0
29,Business,114830,Semi-Urban,2023-01-02,13527.157121944785,10187.144126234736,22609.36809333407,9913.125189728678,4243.409437201305,11401.231618704714,4666.819121377174,76548.25470852548,0
41,Business,76325,Rural,2023-10-05,12608.82019213114,6110.310110646389,8482.143203862339,3510.7027329102093,3797.074731222808,10563.32313842766,1704.8572497715109,46777.23135897206,0
45,Freelancer,135947,Semi-Urban,2023-11-24,14354.484240420083,8383.187304334353,27455.44243907604,6551.499890388033,5112.911659366192,13034.629836601373,5221.444499649856,80113.59986983592,0
25,Business,41630,Semi-Urban,2023-12-09,5197.745734310691,2707.3887051654697,8553.118609623029,8167.876335519465,2372.479924529905,5340.729949742524,1290.709127340105,33630.04838623118,1
45,Salaried,125575,Urban,2023-08-12,15976.334117970435,9130.983592633467,38286.76565742335,20335.737926249436,8020.351728351473,18695.25414757906,2782.8424564726092,113228.26962667983,1
53,Student,135436,Rural,2023-03-13,14158.61698993525,7784.791550188704,13312.339351468692,5305.428284647455,8779.852567630955,7085.283565410142,3991.811069889754,60418.123379170946,0
43,Freelancer,32178,Semi-Urban,2023-03-09,3812.110378786454,3107.6536282904535,6774.5620097800565,3019.6516714464633,2216.8437296147135,3208.4627285050387,869.7576077630818,23009.04175418626,0
25,Business,39935,Rural,2023-11-16,4767.15590767608,2441.863237071202,4410.686615244006,1311.1140106814423,1280.0941780624587,4425.36884040711,1567.91656464875,20204.199353791046,0
